recipe_title,servings,meal,calories,carbs,protein,fat,ingredients,instructions
Creamy Paprika Chicken & Rice,1,dinner,710,81,63,16,50 g raw rice; 125 g water; 180 g chicken breast; 150 g red bell pepper; 100 g carrots; 50 g medium onion; 2 g garlic powder; 1 g smoked paprika; 100 g cottage cheese; 10 g gochujang; 5 g honey; 5 g oil; to taste salt; to taste black pepper,"Add rice with water in a pot (18cm or 7inch diameter) with a pinch of salt. Place it on a stove on high heat. As soon as the water starts to boil, reduce the heat to low, close the lid and let it simmer for 12-15 minutes. | Dice the onion, carrot, and bell pepper into small pieces. | Put the chicken breast in a ziplock bag and flatten it evenly using a heavy pot, focusing on the thicker side of the chicken breast. Then, season the chicken on both sides with salt, garlic powder, and smoked paprika. | Add some oil to a pan over medium heat and add the vegetables with a small pinch of salt. Fry them for 5-7 minutes until caramelized. | Remove the vegetables from the pan, add another drizzle of oil, and then add the chicken. Fry the chicken for 5-6 minutes, flipping it every minute until it is cooked through. | Meanwhile, add cottage cheese, gochujang, honey, 1g of garlic powder, black pepper, and all of the fried vegetables to a blender. Blend on high for 1 minute until you have a smooth orange sauce. | Place the rice in a bowl, followed by the chicken, and then pour the sauce on top."
Choc Banana Bread,8,breakfast,617,96,56,4,40 g all purpose flour; 20 g oats; 20 g cocoa powder; 15 g whey vanilla protein powder; 15 g casein vanilla protein powder; 100 g egg whites; 100 g skyr or 0.2% fat greek yogurt; 1 medium banana or 125 g orange banana or orange (juice); pinch pinch salt; 1 tsp baking powder; 3 g baking soda; 1.5 g baking powder or baking soda,"Start by grinding the oats in a blender for around 60 seconds until it becomes oat flour. | Place a bowl on a scale. | Add all dry ingredients to the bowl. Whisk everything for around 10-15 secs. | Place a second bowl on the scale. | Gently smash the banana in the second bowl with a fork until it becomes mush. Add the juice of the orange to the banana and mix. | Add all wet ingredients into the second bowl and mix well until combined. | Add the wet ingredients to the dry ingredients and slowly whisk until nice and smooth. Add a small splash of water if it sticks. | Place parchment paper onto a baking sheet (12x18cm or 5x7inch). | Transfer the batter to the baking sheet and bake for 30-35 min at 180 C or 350 F. | After baking, remove the cake from the baking sheet and let it cool down for 30 min. | Slice and enjoy."
Chickpea Bars,8,dinner,152,19,11,4,265 g canned chickpeas; 50 g all purpose flour; 50 g casein vanilla protein powder; 48 g powdered peanuts; 1 medium banana or 125 g medium banana or 125 g; 4 g coconut oil; 50 g skimmed milk; 30 g chocolate chips; pinch pinch salt,"Strain the can of chickpeas to separate them from the liquid. Save the liquid in a separate bowl. | Dry roast the chickpeas in a pan on medium-high heat for 1-2 minutes or until they turn golden brown. | Add coconut oil and keep frying for 1 min. Remove from the heat. | Add the chickpeas and milk into a food processor or blender and mix for 2 minutes until smooth. | Add all ingredients except the flour and mix again for 1 min. | Add the flour and mix until smooth. If it is too dry, add 50g water and keep mixing. The mixture should have a creamy and smooth consistency. | Place parchment paper onto a baking sheet (20x20cm or 8x8inch) and transfer the batter to the tray. Spread evenly using a spatula. Sprinkle over the chocolate chips and bake for 30 min at 180°C (350°F). | After baking, let it cool for 15 min and cut into equal-sized bars. Bars last in the fridge for 2-3 days."
Speedy Baked Apple Pie Oats,1,breakfast,542,70,40,11,60 g oats; 30 g whey vanilla protein powder; 1 egg; 100 g apples; 50 g skimmed milk; 3 g cinnamon; 10 g maple syrup; pinch salt; tsp or 3 g baking powder,Add all ingredients to a blender and mix for roughly 30 seconds or until smooth in texture. | Transfer everything onto a baking sheet (15cm or 6inch diameter). | Bake for 20-25 min at 180 C or 350 F. | Enjoy your baked oats!
Pumpkin Bread,6,breakfast,793,96,81,8,300 g pumpkin puree; 100 g egg whites; 100 g skyr or 0.2% fat greek yogurt; 90 g all purpose flour; 60 g whey vanilla protein powder; 6 g cinnamon; 3 g ginger; 1 g nutmeg; 25 g sweetener; tsp pinch salt; 1.5 g baking powder or baking soda,"Start by placing a bowl on a scale. | Add pumpkin puree, Skyr and egg whites to the bowl and whisk until combined. | Place a separate bowl on your scale. | Add all dry ingredients and whisk until combined. | Now add all the dry ingredients to the wet ingredients and whisk again slowly until smooth. | Place parchment paper onto a baking sheet (8x22cm or 3x9 inch). | Transfer the smooth batter to baking sheet and bake for 40-45 min at 180 C or 350 F. | After baking remove the cake and allow to cool for 30 min. | Slice and enjoy. The pumpkin bread lasts in the fridge for 2-3 days."
Buffalo Rice Bowl,1,lunch,645,76,50,17,180 g ground beef 95/5; 50 g raw rice; 150 g red bell pepper; 50 g medium onion; 100 g carrot; 2 g garlic powder; 1 g cumin; 1 g oil; 40 g hot sauce; 5 g honey; 20 g water; 2 g cornstarch; 1 wedge laughing cow wedge; to taste salt; to taste black pepper,"Add rice with water in a pot (18cm or 7inch diameter) with a pinch of salt. Place it on a stove on high heat. As soon the water starts to boil, reduce the heat to low, close the lid and let it simmer for 12-15 minutes. | Chop the bell pepper, onion, and carrot into bite-sized pieces. | In a separate glass, combine hot sauce, honey, cornstarch, and water and mix well. | In a pan on medium heat, add oil and begin frying the chopped vegetables with a pinch of salt for 5-6 minutes, stirring occasionally. | Push the vegetables to the side of the pan and add more oil. Then, add the ground beef and separate the meat with a spatula to ensure maximum browning. | After 1 minute, add salt, black pepper, cumin, and garlic powder and mix everything together. Continue frying for another minute until the beef is cooked through. | Add the sauce and laughing cow wedge to the pan, stirring until the cheese is fully incorporated (approximately 30-45 seconds). | Add the cooked rice to the pan and mix everything together. Serve and enjoy!"
Oven Roasted Chicken Thighs & Vegetables,1,dinner,498,35,46,22,"200 g skinless, boneless chicken thighs; 250 g cauliflower; 50 g medium onion; 100 g carrot; 150 g red bell pepper; 2 g garlic powder; 2 g dry rosemary; 2 g dry basil; 5 g oil; to taste Salt and black pepper",Preheat oven to 200 C or 400 F. | Cut chicken into bite-size pieces. | Cut all vegetables into bite-size pieces. | Add chicken and vegetables to a baking dish. Add oil on top of everything. Add seasoning and mix very well. | Bake in the oven for 25-30 minutes. Done!
Avo Chicken Wrap,1,lunch,483,41,34,22,1 wheat tortilla; 120 g chicken breast; 50 g medium onion; 20 g tomatoes; 20 g lettuce; 15 g shredded mozzarella; 60 g avocado cream cheese dip; 1 g garlic powder; 0.5 g cumin; 0.5 g cayenne pepper; 5 g oil; to taste salt; to taste black pepper,"Chop up onions, tomatoes, and lettuce. Prepare the avocado cream cheese dip. Slice the chicken breast into thin pieces and season with salt, pepper, garlic powder, cumin, and cayenne pepper. Mix the chicken until it is thoroughly seasoned. | Add oil into the pan (24cm/9.5 inch) on medium heat. Add the onion and fry for 2-3 minutes, then add some more oil and add the chicken. Fry the chicken for 1-2 minutes on each side. | Spread the avocado dip onto the tortilla, followed by the chicken. Then add lettuce, tomatoes, and mozzarella cheese on top and roll it into a burrito shape. | Add the burrito back into the pan and toast all 4 sides for 30 seconds each. Done!"
Honey PB Udon,1,lunch,665,86,55,12,180 g chicken breast; 200 g udon noodles; 150 g red bell pepper; 50 g medium onion; 6 g oil; 1 g garlic powder; to taste salt; to taste black pepper; 20 g peanut butter; 20 g soy sauce; 15 g honey; 1/2 lime,"Add all sauce ingredients to a small bowl or glass and mix until combined. | Slice the chicken breast into thin slices. Then chop the vegetables into bite-sized pieces. | Add 2 g of oil to a 24 cm (9.5 inch) pan over medium-high heat and stir-fry the vegetables with a pinch of salt for 3-4 minutes, stirring occasionally. | Meanwhile, fill a pot with water and set it on the stove over medium-high heat. Do not add the noodles yet. | Push the vegetables to the side of the pan, add another 2 g of oil, and then add the chicken breast. Season with salt, black pepper, and garlic powder. Stir-fry the chicken for 1 minute on each side. | Add the udon noodles, along with a pinch of salt, to the boiling water. Cook for about 3 minutes. | Remove the chicken and vegetables from the pan. Return the empty pan to the stove, add the sauce along with a splash of noodle water, and let it simmer for 1 minute. | Add the cooked noodles to the pan and stir. Finally, return the chicken and vegetables to the pan and mix everything well."
Sweet & Sour Chicken,1,dinner,643,84,44,16,"180 g skinless, boneless chicken thighs; 60 g raw rice; 2 cloves of garlic; 1 piece fresh ginger (thumb size); 50 g medium onion; 150 g red bell pepper; 20 g soy sauce; 50 g juice of canned pineapple; 15 g kethup; 15 g rice vinegar; 2 g cornstarch; 2 g oil; 1 g garlic powder; to taste Salt; to taste black pepper","Start by adding rice and 125g of water to a pot with a pinch of salt. | Put the stove on high heat, and as soon as the water starts to boil, turn the heat down to low, close the lid and let it simmer for 12-15 min. | Cut the chicken thighs into large pieces and season with salt, black pepper, and garlic powder. | Chop the onion and bell pepper. Peel and grate the garlic and ginger. | Heat oil in a pan over medium-high heat and fry the chicken for 1 minute on each side to add some color. | Add the onion and bell pepper, frying for 3 minutes until the onion starts to caramelize. | Add the garlic and ginger, mixing everything well. Continue to fry for another 20 seconds. | Add the sauce and stir for 30 seconds until it thickens. To serve, plate the rice and top it with the sweet & sour chicken."
Italian style egg bites,2,breakfast,511,6,42,35,6 eggs; 50 g tomatoes; 25 g spinach; 25 g shredded mozzarella; 2 g garlic powder; 2 g onion powder; 1 g oregano; to taste salt; to taste black pepper,"Preheat the oven to 180 C or 350 F. | Chop up the tomato and spinach into very small pieces. | Add all the ingredients, except the eggs, into a bowl and mix everything until combined. | Distribute the vegetables/cheese mix into 6 muffin cases (Diameter 7cm or 3inch). | Crack 1 egg into every muffin case and whisk all of them with a fork until combined. | Bake the egg bites for 15-18 minutes. | Remove them from the muffin tin and immediately eat or store in the fridge."
BANANA SPLIT,1,dinner,315,52,21,1,40 g instant pudding powder vanilla; 30 g casein vanilla protein powder; 200 g skimmed milk; 1 banana; 100 g skyr or 0.2 % fat greek yogurt; 50 g blueberries,"Place a bowl on a scale and add the pudding powder and milk. Using an electric hand mixer, mix until it reaches a pudding-like consistency (about 60 seconds). | Add the casein to the bowl and continue mixing until thick. | Slice a banana, then layer with Greek yogurt, 1/3 of the custard, and blueberries. | Store the remaining custard in the fridge for up to one week."
Apple Pie Burrito,1,dinner,326,45,29,4,1 wheat tortilla; 15 g casein vanilla protein powder; 50 g skyr or 0.2% fat greek yogurt; 50 g 0.2% fat cream cheese; 50 g apple sauce; 1 g cinnamon apple; pinch salt,"Place a bowl on your scale. | Add casein, skyr, cream cheese, apple sauce, cinnamon, and a pinch of salt and mix until combined. Slice the apple into pieces. | Heat up the tortilla in a pan for 60 seconds each side. | Put the filling on top of the tortilla and top with the sliced apples. Roll it into a burrito shape. Done!"
Cloud Bread,6,lunch,252,2,25,15,3 eggs; 70 g cream cheese; 1.5 g baking powder or baking soda; to taste salt and black pepper,"Preheat oven to 180°C or 350°F. | Use 2 separate bowls for this. | Separate the egg yolk from the egg white into separate bowls. | Add cream cheese to the egg yolk, add salt and pepper, and mix until smooth with a spatula. | Add baking soda and baking powder to egg whites and whisk with an electric hand mixer for around 1-2 minutes until the egg whites form stiff peaks. | Add egg whites to the bowl with egg yolk and carefully fold the egg whites into the egg yolk until everything is combined. | Lay parchment paper on top of a baking sheet. The egg batter will make 6 servings. | Take out 1 serving with a ladle and lay it on the baking sheet. Repeat 5 times until you have 6 servings. | Bake for 12-15 minutes until the bread is formed and has a golden brown color."
